yyyymm,price_index,sgg
201210,74.8,양천구
201211,74.6,양천구
201212,74.4,양천구
201201,78.9,양천구
201302,73.7,양천구
201303,73.5,양천구
201304,73.3,양천구
201305,73.2,양천구
201306,73,양천구
201307,72.8,양천구
201308,72.6,양천구
201309,72.5,양천구
201310,72.6,양천구
201311,72.6,양천구
201312,72.6,양천구
201301,74.1,양천구
201402,72.7,양천구
201403,72.8,양천구
201404,72.8,양천구
201405,72.8,양천구
201406,72.7,양천구
201407,72.7,양천구
201408,72.6,양천구
201409,73,양천구
201410,73.5,양천구
201411,73.6,양천구
201412,73.6,양천구
201401,72.7,양천구
201502,73.8,양천구
201503,74.1,양천구
201504,74.6,양천구
201505,74.9,양천구
201506,75.3,양천구
201507,75.6,양천구
201508,76,양천구
201509,76.6,양천구
201510,77,양천구
201511,77.8,양천구
201512,78,양천구
201501,73.7,양천구
201602,78.4,양천구
201603,78.5,양천구
201604,78.5,양천구
201605,78.5,양천구
201606,78.9,양천구
201607,79.3,양천구
201608,79.9,양천구
201609,80.4,양천구
201610,81.1,양천구
201611,81.7,양천구
201612,81.9,양천구
201601,78.3,양천구
201701,81.9,양천구
201702,81.9,양천구
201703,81.9,양천구
201704,82,양천구
201705,82.2,양천구
201706,82.9,양천구
201707,83.4,양천구
201708,84.2,양천구
201709,84.3,양천구
201710,84.5,양천구
201711,85.2,양천구
201712,86.3,양천구
201801,87.9,양천구
201802,89.1,양천구
201803,89.7,양천구
201804,90.1,양천구
201805,90.3,양천구
201806,90.5,양천구
201807,90.9,양천구
201808,92.5,양천구
201809,97.4,양천구
201810,99.5,양천구
201811,100,양천구
201812,100,양천구
201901,100,양천구
201902,100,양천구
201903,99.8,양천구
201904,99.4,양천구
201905,99.4,양천구
201906,99.6,양천구
201907,100.4,양천구
201908,100.8,양천구
200701,72,영등포구
200702,72.5,영등포구
200703,72.7,영등포구
200704,72.8,영등포구
200705,72.5,영등포구
200706,72.4,영등포구
200707,72.6,영등포구
200708,72.7,영등포구
200709,72.7,영등포구
200710,72.9,영등포구
200711,73.2,영등포구
200712,73.3,영등포구
200802,73.5,영등포구
200803,73.8,영등포구
200804,74.5,영등포구
200805,74.9,영등포구
200806,75.4,영등포구
200807,75.6,영등포구
200808,75.6,영등포구
200809,75.6,영등포구
200810,75.6,영등포구
200811,75.5,영등포구
200812,75.1,영등포구
200801,73.3,영등포구
200902,74.6,영등포구
200903,74.3,영등포구
200904,74.6,영등포구
200905,74.8,영등포구
200906,75.5,영등포구
200907,76,영등포구
200908,76.3,영등포구
200909,77.2,영등포구
200910,77.6,영등포구
200911,77.7,영등포구
200912,77.7,영등포구
200901,74.6,영등포구
201002,78.3,영등포구
201003,78.2,영등포구
201004,78.2,영등포구
201005,78.1,영등포구
201006,77.4,영등포구
201007,76.6,영등포구
201008,76.3,영등포구
201009,76.1,영등포구
201010,76,영등포구
201011,75.9,영등포구
201012,75.9,영등포구
201001,77.9,영등포구
201102,76.2,영등포구
201103,76.3,영등포구
201104,76.3,영등포구
201105,76.1,영등포구
201106,76.1,영등포구
201107,76.1,영등포구
201108,76,영등포구
201109,75.9,영등포구
201110,75.7,영등포구
201111,75.6,영등포구
201112,75.4,영등포구
201101,75.9,영등포구
201202,75.1,영등포구
201203,75,영등포구
201204,74.8,영등포구
201205,74.5,영등포구
201206,74.3,영등포구
201207,74,영등포구
201208,73.7,영등포구
201209,73.3,영등포구
201210,72.8,영등포구
201211,72.3,영등포구
201212,72,영등포구
201201,75.2,영등포구
201302,71.7,영등포구
201303,71.5,영등포구
201304,71.2,영등포구
201305,71.2,영등포구
201306,71.1,영등포구
201307,71,영등포구
201308,70.9,영등포구
201309,70.7,영등포구
201310,70.7,영등포구
201311,70.7,영등포구
201312,70.6,영등포구
201301,71.8,영등포구
201402,70.7,영등포구
201403,70.9,영등포구
201404,70.9,영등포구
201405,70.9,영등포구
201406,70.8,영등포구
201407,70.7,영등포구
201408,70.8,영등포구
201409,70.9,영등포구
201410,71,영등포구
201411,71.1,영등포구
201412,71.1,영등포구
201401,70.7,영등포구
201502,71.2,영등포구
201503,71.4,영등포구
201504,71.5,영등포구
201505,71.9,영등포구
201506,72.5,영등포구
201507,72.9,영등포구
201508,73.3,영등포구
201509,74.1,영등포구
201510,74.7,영등포구
201511,75.2,영등포구
201512,75.7,영등포구
201501,71.1,영등포구
201602,76,영등포구
201603,76.1,영등포구
201604,76.2,영등포구
201605,76.5,영등포구
201606,76.9,영등포구
201607,77.4,영등포구
201608,77.9,영등포구
201609,78.3,영등포구
201610,79,영등포구
201611,79.7,영등포구
201612,79.8,영등포구
201601,75.8,영등포구
201701,79.9,영등포구
201702,80,영등포구
201703,80.1,영등포구
201704,80.2,영등포구
201705,80.5,영등포구
201706,81.1,영등포구
201707,81.9,영등포구
201708,82.9,영등포구
201709,83.1,영등포구
201710,83.6,영등포구
201711,84.2,영등포구
201712,85,영등포구
201801,85.8,영등포구
201802,86.6,영등포구
201803,87.7,영등포구
201804,88.9,영등포구
201805,89.6,영등포구
201806,90.4,영등포구
201807,91.4,영등포구
201808,92.9,영등포구
201809,97.1,영등포구
201810,98.9,영등포구
201811,99.6,영등포구
201812,99.9,영등포구
201901,100,영등포구
201902,99.9,영등포구
201903,99.8,영등포구
201904,99.7,영등포구
201905,99.7,영등포구
201906,99.7,영등포구
201907,100.2,영등포구
201908,100.8,영등포구
200701,81,용산구
200702,81.3,용산구
200703,81.4,용산구
200704,81.8,용산구
200705,81.8,용산구
200706,82.5,용산구
200707,82.9,용산구
200708,83.1,용산구
200709,83.4,용산구
200710,83.5,용산구
200711,83.7,용산구
200712,83.9,용산구
200802,84.4,용산구
200803,85.1,용산구
200804,85.5,용산구
200805,85.7,용산구
200806,86,용산구
200807,86.2,용산구
200808,86.3,용산구
200809,86.5,용산구
200810,86.6,용산구
200811,85.9,용산구
200812,84.1,용산구
200801,84.1,용산구
200902,83.2,용산구
200903,82.9,용산구
200904,82.9,용산구
200905,83.1,용산구
200906,83.3,용산구
200907,83.8,용산구
200908,83.9,용산구
200909,84.6,용산구
200910,84.9,용산구
200911,85.1,용산구
200912,85.3,용산구
200901,83.4,용산구
201002,85.3,용산구
201003,85.5,용산구
201004,85.4,용산구
201005,85.4,용산구
201006,85,용산구
201007,84.6,용산구
201008,84.1,용산구
201009,83.8,용산구
201010,83.6,용산구
201011,83.2,용산구
201012,83.3,용산구
201001,85.3,용산구
201102,83.5,용산구
201103,83.7,용산구
201104,83.7,용산구
201105,83.6,용산구
201106,83.6,용산구
201107,83.6,용산구
201108,83.5,용산구
201109,83.3,용산구
201110,83.1,용산구
201111,83.1,용산구
201112,83,용산구
201101,83.4,용산구
201202,82.9,용산구
201203,82.9,용산구
201204,82.8,용산구
201205,82.8,용산구
201206,82.8,용산구
201207,82.2,용산구
201208,81.6,용산구
201209,81.1,용산구
201210,80.7,용산구
201211,80.4,용산구
201212,80.3,용산구
201201,82.9,용산구
201302,80,용산구
201303,79.4,용산구
201304,79.2,용산구
201305,78.9,용산구
201306,78.7,용산구
201307,78.3,용산구
201308,78,용산구
201309,77.6,용산구
201310,77.5,용산구
201311,77.2,용산구
201312,77.1,용산구
201301,80.2,용산구
201402,77,용산구
201403,76.9,용산구
201404,76.8,용산구
201405,76.7,용산구
201406,76.5,용산구
201407,76.5,용산구
201408,76.4,용산구
201409,76.3,용산구
201410,76.4,용산구
201411,76.5,용산구
201412,76.4,용산구
201401,77.1,용산구
201502,76.5,용산구
201503,76.8,용산구
201504,77,용산구
201505,77.2,용산구
201506,77.4,용산구
201507,77.7,용산구
201508,77.7,용산구
201509,78,용산구
201510,78.2,용산구
201511,78.4,용산구
201512,78.5,용산구
201501,76.4,용산구
201602,78.7,용산구
201603,78.7,용산구
201604,78.8,용산구
201605,79,용산구
201606,79.3,용산구
201607,79.8,용산구
201608,80.3,용산구
201609,80.7,용산구
201610,81.3,용산구
201611,81.9,용산구
201612,82.1,용산구
201601,78.6,용산구
201702,82.2,용산구
201703,82.2,용산구
201704,82.4,용산구
201705,82.7,용산구
201706,83.5,용산구
201707,84.1,용산구
201708,85.1,용산구
201709,85.5,용산구
201710,85.8,용산구
201711,86.2,용산구
201712,86.7,용산구
201701,82.1,용산구
201801,87.7,용산구
201802,88.8,용산구
201803,90.6,용산구
201804,91.6,용산구
201805,92.2,용산구
201806,92.6,용산구
201807,93.3,용산구
201808,94.7,용산구
201809,98.5,용산구
201810,99.6,용산구
201811,100,용산구
201812,100,용산구
201901,100,용산구
201902,100,용산구
201903,99.9,용산구
201904,99.9,용산구
201905,99.9,용산구
201906,99.9,용산구
201907,100,용산구
201908,100.2,용산구
200701,82.3,은평구
200702,82.6,은평구
200703,82.7,은평구
200704,83.2,은평구
200705,83,은평구
200706,83.2,은평구
200707,83.5,은평구
200708,83.5,은평구
200709,83.8,은평구
200710,84,은평구
200711,84.6,은평구
200712,84.6,은평구
200802,85.2,은평구
200803,85.7,은평구
200804,86.9,은평구
200805,87.9,은평구
200806,88.9,은평구
200807,89.5,은평구
200808,89.7,은평구
200809,90.3,은평구
200810,90.5,은평구
200811,90.1,은평구
200812,89.7,은평구
200801,85,은평구
200902,89.4,은평구
200903,89,은평구
200904,88.7,은평구
200905,88.8,은평구
200906,88.8,은평구
200907,88.9,은평구
200908,88.9,은평구
200909,89.4,은평구
200910,89.6,은평구
200911,89.4,은평구
200912,89.1,은평구
200901,89.5,은평구
201002,89.1,은평구
201003,88.8,은평구
201004,88.7,은평구
201005,88.6,은평구
201006,87.7,은평구
201007,86.8,은평구
201008,86.3,은평구
201009,85.6,은평구
201010,85.4,은평구
201011,85.3,은평구
201012,85.3,은평구
201001,89.1,은평구
201102,85.4,은평구
201103,85.5,은평구
201104,85.5,은평구
201105,85.4,은평구
201106,85.3,은평구
201107,85.3,은평구
201108,85,은평구
201109,85,은평구
201110,84.8,은평구
201111,84.8,은평구
201112,84.8,은평구
201101,85.3,은평구
201202,84.6,은평구
201203,84.4,은평구
201204,84.3,은평구
201205,84,은평구
201206,83.8,은평구
201207,83.4,은평구
201208,83.2,은평구
201209,83,은평구
201210,82.4,은평구
201211,82.2,은평구
201212,82.1,은평구
201201,84.7,은평구
201302,81.8,은평구
201303,81.7,은평구
201304,81.7,은평구
201305,81.6,은평구
201306,81.3,은평구
201307,81,은평구
201308,80.7,은평구
201309,80.5,은평구
201310,80.5,은평구
201311,80.5,은평구
201312,80.4,은평구
201301,81.9,은평구
201402,80.5,은평구
201403,80.6,은평구
201404,80.7,은평구
201405,80.8,은평구
201406,80.7,은평구
201407,80.7,은평구
201408,80.7,은평구
201409,80.9,은평구
201410,80.9,은평구
201411,81.1,은평구
201412,81.2,은평구
201401,80.4,은평구
201502,81.4,은평구
201503,81.7,은평구
201504,82.1,은평구
201505,82.4,은평구
201506,82.7,은평구
201507,82.7,은평구
201508,83,은평구
201509,83.4,은평구
201510,83.8,은평구
201511,84.2,은평구
201512,84.4,은평구
201501,81.2,은평구
201602,84.6,은평구
201603,84.7,은평구
201604,84.9,은평구
201605,85.2,은평구
201606,85.4,은평구
201607,85.8,은평구
201608,86.1,은평구
201609,86.3,은평구
201610,86.8,은평구
201611,87.3,은평구
201612,87.5,은평구
201601,84.5,은평구
201702,87.7,은평구
201703,87.8,은평구
201704,88,은평구
201705,88.1,은평구
201706,88.5,은평구
201707,88.8,은평구
201708,89.3,은평구
201709,89.4,은평구
201710,89.5,은평구
201711,89.9,은평구
201712,90,은평구
201701,87.7,은평구
201801,90.1,은평구
201802,90.2,은평구
201803,90.9,은평구
201804,91.6,은평구
201805,92,은평구
201806,92.7,은평구
201807,93.2,은평구
201808,94.7,은평구
201809,97,은평구
201810,99.2,은평구
201811,99.8,은평구
201812,100,은평구
201901,100,은평구
201902,100,은평구
201903,99.9,은평구
201904,99.9,은평구
201905,99.9,은평구
201906,99.9,은평구
201907,99.9,은평구
201908,100.2,은평구
200701,79.4,종로구
200702,79.6,종로구
200703,79.7,종로구
200704,79.7,종로구
200705,79.7,종로구
200706,80,종로구
200707,80.1,종로구
200708,80.2,종로구
200709,80.3,종로구
200710,80.4,종로구
200711,80.4,종로구
200712,80.7,종로구
200802,81.6,종로구
200803,82.3,종로구
200804,83.2,종로구
200805,83.3,종로구
200806,83.6,종로구
200807,84.6,종로구
200808,85.1,종로구
200809,85.3,종로구
200810,85.4,종로구
200811,85.4,종로구
200812,85.1,종로구
200801,81.2,종로구
200902,84.9,종로구
200903,85,종로구
200904,85.8,종로구
200905,85.9,종로구
200906,86.1,종로구
200907,86,종로구
200908,86.1,종로구
200909,87.1,종로구
200910,87.8,종로구
200911,87.7,종로구
200912,87.8,종로구
200901,85,종로구
201002,88,종로구
201003,88.1,종로구
201004,88,종로구
201005,87.9,종로구
201006,88,종로구
201007,87.8,종로구
201008,87.4,종로구
201009,87.5,종로구
201010,87.5,종로구
201011,87.5,종로구
201012,87.4,종로구
201001,87.9,종로구
201102,87.5,종로구
201103,88,종로구
201104,88,종로구
201105,88,종로구
201106,88,종로구
201107,87.9,종로구
201108,87.9,종로구
201109,87.9,종로구
201110,87.9,종로구
201111,87.8,종로구
201112,87.8,종로구
201101,87.4,종로구
201202,87.8,종로구
201203,87.8,종로구
201204,87.7,종로구
201205,87.6,종로구
201206,87.5,종로구
201207,87.3,종로구
201208,87.1,종로구
201209,86.8,종로구
201210,86.6,종로구
201211,86.3,종로구
201212,86,종로구
201201,87.8,종로구
201302,86,종로구
201303,85.6,종로구
201304,85.5,종로구
201305,85.5,종로구
201306,85.3,종로구
201307,85.2,종로구
201308,85,종로구
201309,85,종로구
201310,85.1,종로구
201311,85.1,종로구
201312,85.1,종로구
201301,86,종로구
201402,85.1,종로구
201403,85.1,종로구
201404,85.1,종로구
201405,85.1,종로구
201406,85.1,종로구
201407,85.1,종로구
201408,85,종로구
201409,85.1,종로구
201410,85.1,종로구
201411,85.2,종로구
201412,85.4,종로구
201401,85.1,종로구
201502,85.8,종로구
201503,86,종로구
201504,86.2,종로구
201505,86.3,종로구
201506,86.4,종로구
201507,86.6,종로구
201508,86.7,종로구
201509,87,종로구
201510,87.1,종로구
201511,87.2,종로구
201512,87.4,종로구
201501,85.5,종로구
201602,87.5,종로구
201603,87.6,종로구
201604,87.7,종로구
201605,88,종로구
201606,88,종로구
201607,88.2,종로구
201608,88.4,종로구
201609,88.5,종로구
201610,88.8,종로구
201611,89.1,종로구
201612,89.2,종로구
201601,87.5,종로구
201702,89.3,종로구
201703,89.3,종로구
201704,89.4,종로구
201705,89.5,종로구
201706,89.8,종로구
201707,90,종로구
201708,90.6,종로구
201709,90.9,종로구
201710,91.3,종로구
201711,91.6,종로구
201712,92,종로구
201701,89.2,종로구
201802,92.8,종로구
201803,93.8,종로구
201804,94.4,종로구
201805,94.7,종로구
201806,95.2,종로구
201807,95.5,종로구
201808,95.8,종로구
201809,97.8,종로구
201810,99.1,종로구
201811,99.7,종로구
201812,100,종로구
201801,92.6,종로구
201901,100,종로구
201902,100,종로구
201903,100,종로구
201904,100,종로구
201905,100,종로구
201906,99.9,종로구
201907,100.1,종로구
201908,100.1,종로구
200701,80.1,중구
200702,80.8,중구
200703,80.9,중구
200704,81.1,중구
200705,81.4,중구
200706,81.4,중구
200707,82,중구
200708,82.1,중구
200709,82.5,중구
200710,82.7,중구
200711,82.7,중구
200712,82.8,중구
200802,83.8,중구
200803,84.4,중구
200804,84.9,중구
200805,85.3,중구
200806,85.3,중구
200807,85.3,중구
200808,85.3,중구
200809,85.3,중구
200810,85.1,중구
200811,84.6,중구
200812,83.9,중구
200801,83.6,중구
200902,83.7,중구
200903,83.8,중구
200904,83.9,중구
200905,84.3,중구
200906,84.7,중구
200907,85.2,중구
200908,85.2,중구
200909,86.1,중구
200910,86.1,중구
200911,86,중구
200912,86,중구
200901,83.3,중구
201002,86.3,중구
201003,86.5,중구
201004,86.4,중구
201005,86.3,중구
201006,86,중구
201007,85.8,중구
201008,85.6,중구
201009,85.4,중구
201010,85.5,중구
201011,85.5,중구
201012,85.7,중구
201001,85.9,중구
201102,85.9,중구
201103,86.1,중구
201104,86.1,중구
201105,86.1,중구
201106,86.1,중구
201107,86,중구
201108,85.8,중구
201109,85.8,중구
201110,85.8,중구
201111,85.8,중구
201112,85.6,중구
201101,85.7,중구
201202,85.3,중구
201203,85.2,중구
201204,85,중구
201205,84.8,중구
201206,84.8,중구
201207,84.6,중구
201208,84.1,중구
201209,83.8,중구
201210,83.7,중구
201211,83.4,중구
201212,83.3,중구
201201,85.4,중구
201302,83.1,중구
201303,83,중구
201304,82.9,중구
201305,82.6,중구
201306,82.6,중구
201307,82.6,중구
201308,82.4,중구
201309,82.4,중구
201310,82.5,중구
201311,82.6,중구
201312,82.7,중구
201301,83.2,중구
201402,83,중구
201403,83.1,중구
201404,83.1,중구
201405,83.1,중구
201406,83,중구
201407,83,중구
201408,82.9,중구
201409,83.1,중구
201410,83.4,중구
201411,83.4,중구
201412,83.4,중구
201401,82.8,중구
201502,83.4,중구
201503,83.6,중구
201504,83.8,중구
201505,84,중구
201506,84.4,중구
201507,84.7,중구
201508,84.9,중구
201509,85.4,중구
201510,85.5,중구
201511,86,중구
201512,86,중구
201501,83.4,중구
201602,86.2,중구
201603,86.2,중구
201604,86.2,중구
201605,86.4,중구
201606,86.7,중구
201607,87,중구
201608,87.3,중구
201609,87.5,중구
201610,87.9,중구
201611,88.3,중구
201612,88.4,중구
201601,86.2,중구
201702,88.6,중구
201703,88.7,중구
201704,88.7,중구
201705,88.8,중구
201706,89.1,중구
201707,89.4,중구
201708,89.9,중구
201709,90.1,중구
201710,90.8,중구
201711,91.2,중구
201712,91.4,중구
201701,88.5,중구
201802,92.4,중구
201803,93.3,중구
201804,93.9,중구
201805,94.1,중구
201806,94.6,중구
201807,95.1,중구
201808,95.9,중구
201809,98,중구
201810,99.5,중구
201811,99.9,중구
201812,100,중구
201801,91.8,중구
201901,100,중구
201902,99.9,중구
201903,99.8,중구
201904,99.8,중구
201905,99.8,중구
201906,99.8,중구
201907,99.8,중구
201908,99.8,중구
200701,71.7,중랑구
200702,72.3,중랑구
200703,72.5,중랑구
200704,72.9,중랑구
200705,73.1,중랑구
200706,73.4,중랑구
200707,73.9,중랑구
200708,74.3,중랑구
200709,75.1,중랑구
200710,75.6,중랑구
200711,76.5,중랑구
200712,76.7,중랑구
200802,77.3,중랑구
200803,79.6,중랑구
200804,83.3,중랑구
200805,85.4,중랑구
200806,86.6,중랑구
200807,87.1,중랑구
200808,87.3,중랑구
200809,87.5,중랑구
200810,87.5,중랑구
200811,87.4,중랑구
200812,87,중랑구
200801,77,중랑구
200902,86.7,중랑구
200903,86.5,중랑구
200904,86.3,중랑구
200905,86.2,중랑구
200906,86.2,중랑구
200907,86.2,중랑구
200908,86.3,중랑구
200909,86.6,중랑구
200910,86.9,중랑구
200911,86.9,중랑구
200912,87.2,중랑구
200901,86.9,중랑구
201002,87.3,중랑구
201003,87.3,중랑구
201004,87.2,중랑구
201005,87.2,중랑구
201006,87.1,중랑구
201007,87.1,중랑구
201008,87,중랑구
201009,87,중랑구
201010,86.9,중랑구
201011,87,중랑구
201012,87.1,중랑구
201001,87.2,중랑구
201102,87.4,중랑구
201103,87.5,중랑구
201104,88,중랑구
201105,88,중랑구
201106,87.9,중랑구
201107,87.9,중랑구
201108,87.8,중랑구
201109,87.7,중랑구
201110,87.7,중랑구
201111,87.7,중랑구
201112,87.6,중랑구
201101,87.2,중랑구
201202,87.6,중랑구
201203,87.5,중랑구
201204,87.4,중랑구
201205,87.1,중랑구
201206,87,중랑구
201207,86.7,중랑구
201208,86.3,중랑구
201209,85.9,중랑구
201210,85.8,중랑구
201211,85.5,중랑구
201212,85.3,중랑구
201201,87.6,중랑구
201302,84.8,중랑구
201303,84.8,중랑구
201304,84.8,중랑구
201305,84.6,중랑구
201306,84.2,중랑구
201307,84,중랑구
201308,83.7,중랑구
201309,83.6,중랑구
201310,83.5,중랑구
201311,83.6,중랑구
201312,83.5,중랑구
201301,84.9,중랑구
201402,83.5,중랑구
201403,83.6,중랑구
201404,83.7,중랑구
201405,83.7,중랑구
201406,83.7,중랑구
201407,83.7,중랑구
201408,83.6,중랑구
201409,83.6,중랑구
201410,83.7,중랑구
201411,83.7,중랑구
201412,83.6,중랑구
201401,83.5,중랑구
201502,83.7,중랑구
201503,83.9,중랑구
201504,84.1,중랑구
201505,84.5,중랑구
201506,84.8,중랑구
201507,85.1,중랑구
201508,85.4,중랑구
201509,85.7,중랑구
201510,86,중랑구
201511,86.4,중랑구
201512,86.6,중랑구
201501,83.7,중랑구
201602,86.9,중랑구
201603,86.8,중랑구
201604,86.8,중랑구
201605,86.9,중랑구
201606,87.1,중랑구
201607,87.2,중랑구
201608,87.5,중랑구
201609,87.7,중랑구
201610,88.1,중랑구
201611,88.6,중랑구
201612,88.6,중랑구
201601,86.8,중랑구
201702,88.6,중랑구
201703,88.6,중랑구
201704,88.7,중랑구
201705,88.8,중랑구
201706,89.3,중랑구
201707,89.8,중랑구
201708,90.4,중랑구
201709,90.7,중랑구
201710,91.2,중랑구
201711,91.5,중랑구
201712,91.7,중랑구
201701,88.6,중랑구
201802,92.6,중랑구
201803,93.5,중랑구
201804,94,중랑구
201805,94.2,중랑구
201806,94.3,중랑구
201807,94.9,중랑구
201808,95.3,중랑구
201809,97.9,중랑구
201810,99.4,중랑구
201811,99.8,중랑구
201812,100,중랑구
201801,92.2,중랑구
201901,100,중랑구
201902,100.1,중랑구
201903,100,중랑구
201904,100,중랑구
201905,100,중랑구
201906,100,중랑구
201907,100.1,중랑구
201908,100.5,중랑구
